	Job Title	Salary Estimate	Job Description	Rating	Company Name	Location	Size	Founded	Type of ownership	Industry	Sector	Revenue	Compensation_and_Benefits	Culture_and_Values	Career_Opportunities	Work_Life_Balance
34	Data & Analytics Consultant	$95K - $150K (Glassdoor est.)	"WHO WE LOOK FOR

An SEI Consultant is a master communicator and active listener who understands how to navigate an audience. Self-aware, almost to a fault, SEI consultants keenly understand how to adjust their approach based on the situation. Following a logical, fact-based approach, our consultants possess the superior ability to see correlations others may not, ask the right questions and drive solutions.

As super-connectors, our consultants connect not only people, but data, trends and experiences. Mature, humble, and genuine, SEI Consultants frequently go above and beyond for both their clients and their colleagues. SEI Consultants are ethical and trustworthy individuals who do what they say. SEI Consultants have an insatiable curiosity and love to learn. These individuals are commonly . Their passion for learning is infectious and excites others.

As every project is different, an SEI Consultant must be with unexpected situations. An SEI Consultant must be at ease with ambiguity because although a client knows that a problem exists – they need SEI to figure it out and drive a solution. SEI Consultants define ambition differently. SEI Consultants are who like to hang out with colleagues outside of work. Whether it be cooking, traveling, hiking, or volunteering, SEI Consultants enjoy working with genuine, thoughtful folks who want to steer clear of the traditional grind and share the joy of day-to-day life and activities with colleagues, friends and family.



Our consultants work with clients at all levels of the organization, from the C-suite to the shop floor, helping them to deliver on their most strategic initiatives. We’re known for making realistic, data-driven decisions that deliver value in tangible ways to our clients. Our clients ask for us on projects that require a superior combination of technical and business capabilities, people and management skills, and a collaborative mindset. We excel in understanding complex programs and strategic initiatives and breaking them into actionable pieces.

We are actively looking for professionals in the following areas:
The ideal candidate will:
Ideal candidates may call themselves Data Engineers, Data Scientists and Analysts and Data Governance professionals. Experience may include but is not limited to the following:"	4.2	"SEI
4.6"	Cincinnati, OH	201 to 500 Employees	1992	Company - Private	Consulting	Business Services	$50 to $100 million (USD)	4.7 	4.6 	4.6	4.6
35	TS/SCI Data Scientist	$95K - $150K (Glassdoor est.)	"Requires a minimum US Top Security Clearance with polygraph.
AUGR LLC is seeking a data scientist to support the Office of Director of National Intelligence. The supported office is the DNI's principal advising office on matters pertaining to systems analyses, cost analyses and program evaluation and is responsible for framing major resource decisions and managing the process by which the DNI determines the National Intelligence Program (NIP). As part of these efforts, ODNI conducts studies and analyses in support of IC programmatic and resourcing decisions. To support successful execution for these efforts, ODNI requires statistical data and analytic support to advise and assist on-going efforts.
The qualified candidate will be responsible for collecting and analyzing large sets of structured and unstructured data from disparate sources. Additional responsibilities include: developing or integrating analytic capabilities and tools, advising on analytic approaches and gaps in capabilities, cleaning and validating data to ensure accuracy, completeness, and uniformity, analyzing data to identify patterns and trends, devising and applying models and algorithms to mine the stores of big data, interpreting data to discover solutions and opportunities. The successful candidate will have strong client engagement skills."	4.2	AUGR LLC	Washington, DC	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
36	Formulation Scientist/Sr. Scientist/Principle Scientist	$95K - $150K (Glassdoor est.)	"About the Position:
Ascendia Pharma is looking for formulation scientist, senior scientist or principal scientist for its Pharmaceutical R&D. This position will conduct activities related to formulation development under research and development settings. The successful candidate will be actively involved in developing formulation and manufacturing process and transferring these methods and processes to drug product manufacturers. The ability to work effectively in a collaborative, interdepartmental team environment is essential to this role with the expectation that this scientist will interact with all disciplines of drug development, including discovery, pre-clinical, clinical, pre-formulation, analytical R&D, and regulatory. A thorough understanding of pharmaceutical development process from discovery to commercialization is highly desirable."	4.2	Ascendia Pharmaceuticals	North Brunswick, NJ	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
37	Quality and Food Safety Sr Scientist	$95K - $150K (Glassdoor est.)	"OVERVIEW:
Provide technical quality support to Quality Assurance, Operations, and Product Development with an emphasis on continuous improvement, consumer/customer requirements, and continuous product quality. Act as the official back-up for the Plant Quality and Food Safety Manager. Support, implement, and maintain food safety practices as required through SQF. Responsible for completing job duties in a manner that supports all plant safety, food safety, quality, and environmental practices.
RESPONSIBILITIES AND ACCOUNTABILITIES:
Provide leadership for the plant’s compliance to the SQF standard as serve as plant SQF Practitioner. Practitioner will oversee the development, implementation, review, and maintenance of the SQF system."	4.2	"Post Consumer Brands
3.5"	Northfield, MN	1001 to 5000 Employees	-1	Company - Public	Food & Beverage Manufacturing	Manufacturing	Unknown / Non-Applicable	3.7 	3.3 	3.2	3.0
38	Sr Data Enterprise Architect	$95K - $150K (Glassdoor est.)	The Enterprise Data Architect (EDA) will be responsible for developing and implementing an enterprise data strategy that aligns enterprise information assets with business capabilities and technology strategies. The EDA will participate in creation and evolution of the technology roadmap that defines the current and future-state data reference architectures. The EDA will focus on understanding technology trends around data management as well as data dependent emerging technology deliverables to shape how the company’s data will be stored, consumed, integrated/shared and reported by different IT systems & end users while driving common approaches and processes across the enterprise. The EDA will work with solution architects, application developers, process owners, data stewards, data scientists, platform administrators, security engineers and business users to design and implement data best practices and standards.	4.2	"Allianz Life
3.7"	Minneapolis, MN	1001 to 5000 Employees	2012	Subsidiary or Business Segment	Investment Banking & Asset Management	Finance	Unknown / Non-Applicable	3.5 	3.4 	3.2	4.0
39	Data Scientist	$95K - $150K (Glassdoor est.)	"Financial Data Scientist
We are looking for a strategic, experienced Financial Data Scientist to deliver financial analytics support services to deliver ongoing financial analytics needs. You will participate in the development of crucial data analytics collections and the development of high-level financial reporting capabilities. This role is perfect for someone who has an ownership mentality, is passionate about learning, researching, and finding the solutions that support a world-class culture and organization. You will leverage your experience and passion to drive results and exceed customer expectations.
Responsibilities:
Employ scientific methods, processes, algorithms, and systems to extract knowledge and insights from both structured and unstructured data from multiple disconnected sources."	4.2	Prominent Global Solutions	Fort Meade, MD	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40	OSP Data Analyst	$95K - $150K (Glassdoor est.)	"Job Details
Description
MetroNet has an immediate opening for an energetic; OSP Data Analyst in Evansville, IN!
At MetroNet, we pride ourselves on providing cutting-edge technology combined with outstanding customer care. We are a fast-growing telecommunication company, offering 100% fiber-optic technology. MetroNet specializes in fiber to the premise TV, voice and internet services that provide our customers with some of the fastest internet speeds in the world. Recognized for being one of the Best Places to Work in 2020 by Glassdoor. We are committed to revolutionizing the industry by enhancing the overall customer experience and optimizing the talent of our valued associates."	4.2	"MetroNet
4.5"	Evansville, IN	1001 to 5000 Employees	2005	Company - Private	Cable, Internet & Telephone Providers	Telecommunications	Unknown / Non-Applicable	4.3 	4.5 	4.3	4.4
41	Scientist / Biologist - GMP QC	$95K - $150K (Glassdoor est.)	"The Quality Control Analyst will play an integral role in the GMP Facility supporting the growing operations and customer base by performing bioassays. This position will deliver exceptional quality, with high attention to detail in day to day operations to ensure that client expectations are consistently met.
Responsibilities:
Execute multiple client bioassays concurrently involving mammalian cell culture, AAV transductions, qPCR, and cell banking in a GMP environment
Demonstrate scientific technical expertise in the execution of laboratory procedures"	4.2	"Absorption Systems
3.4"	Exton, PA	51 to 200 Employees	1996	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Applicable	2.9 	3.5 	3.2	3.3
42	DHS Visiting Scientist - Threat Detection Research	$95K - $150K (Glassdoor est.)	"Department of Homeland Security Visiting Scientist Opportunities In Threat Detection Research
Applications accepted only through apply now link. Email Applications will NOT be accepted.
Apply Now at https://zintellect.com/Opportunity/Details/DHS-TSL-VisitingScientist-2021
Seeking Qualified Candidates Now
The U.S. Department of Homeland Security (DHS) is offering research opportunities for their Visiting Scientist Program at the Transportation Security Laboratory (TSL). These research opportunities are open to faculty as well as applicants with technical or research post-degree experience. Ideal applicants will be interested in adding their perspective and expertise to innovative research in threat detection technology while learning from and collaborating with a highly skilled team of TSL staff and researchers in a unique laboratory setting."	4.2	"ORISE
3.9"	Egg Harbor City, NJ	5001 to 10000 Employees	-1	Government	Federal Agencies	Government	Less than $1 million (USD)	2.7 	3.7 	4.1	4.3
43	Senior Data Scientist - Supply Chain & Operations	$95K - $150K (Glassdoor est.)	"Senior Data Scientist - Supply Chain & Operations - Remote ( New Britain, CT)

We Don’t Just Build The World, We Build Innovative Technology Too.

This is the career you’ve been waiting for your whole life. Joining the Stanley Black & Decker team means working in an innovative, tech-driven and highly collaborative team environment supported by over 58,000 professionals in 60 countries across the globe. Here, you’ll get the unique chance to impact some of the world’s most iconic brands including STANLEY TOOLS, DEWALT, CRAFTSMAN, MAC TOOLS and Black & Decker. Your ideas and solutions have the potential to reach millions of customers as we work together to write the next chapter in our history. Come build with us and take your career to new heights.


Stanley Black and Decker (SBD) is committed to deep and ongoing investment in Data & Analytics capability. Stanley Black & Decker is currently building a centralized Data & Analytics Organization that will leverage a cloud-based data warehouse and state of the art analytics environment to solve various business problems ranging from demand forecasting, inventory optimization and supply chain optimization to operations and pricing analytics. Our data scientists have a chance to use cutting edge AI and machine learning tools, explore many internal and external data sets and work closely with dedicated business partners across the entire organization.


You’re a curious problem solver who has the ability to bring big ideas to life. You’re creative and scrappy but can navigate a large organization with ease. You’re agile and adaptable but work with precision to ensure we deliver top-notch customer experiences, always. You will be responsible for providing strategic leadership for the development, validation and delivery of algorithms, statistical models and reporting tools in the area of supply chain management including but not limited to inventory optimization, safety stock, OTIF (on time in full) management, demand forecasting.
You also have:


As a Data Scientist- Supply Chain & Operations, you’ll be part of our Data & Analytics team located remotely. Specifically, you’ll:


You’ll get a competitive salary and a comprehensive benefits plan that includes medical, dental, life, vision, wellness program, disability, 401k, Employee Stock Purchase Plan, Paid Time Off, including paid vacation, holidays & personal days, and tuition reimbursement. And, of course, discounts on Stanley Black & Decker tools and products and well as discount programs for many other vendors and partners.







All qualified applicants to Stanley Black & Decker are considered for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, veteran’s status or any other protected characteristic."	4.2	"Stanley Black & Decker
3.6"	New Britain, CT	10000+ Employees	1843	Company - Public	Industrial Manufacturing	Manufacturing	$10+ billion (USD)	3.4 	3.4 	3.3	3.4
44	Machine Learning Engineer	$95K - $150K (Glassdoor est.)	"Intro (Use Font Arial 12):
As a Machine Learning Engineer, you will be a part of the team responsible for making it easy to deploy, manage, and monitor machine learning models at scale in production. You will join a team that developes the infrastructure to facilitate model orchestration. Collaborate with both data scientists and platform engineers to create intuitive and resilient solutions. You will also be expected to follow the best practices of Agile software development, including high coding quality with testing coverage, and continuous integration and deployment of your solutions.
What You'll Be Doing:

Design and build scalable machine learning infrastructure for model management, continuous training and deployment, and serving predictions.
Location and Travel Details:
Profile of Success:
About AIS:







EEO Statement:"	4.2	"Applied Information Sciences
4.4"	Reston, VA	501 to 1000 Employees	1982	Company - Private	IT Services	Information Technology	$50 to $100 million (USD)	4.3 	4.4 	4.3	4.6
45	Senior Data Scientist	$95K - $150K (Glassdoor est.)	"Job Description:
At Fidelity’s Artificial Intelligence Center of Excellence (COE), you won’t be just tinkering around the edges, you’ll be building critical solutions that will benefit our clients for years to come. We work closely with business stakeholders, collect requirements and deliver high value AI/ML solutions that drive customer and business value. Those of us who love to work with data see this as the pinnacle of opportunities that you cannot find anywhere else in the industry.
The AI COE is seeking a Senior Data Scientist with experience in Virtual Assistants or chatbots, Natural Language Processing/text analytics, machine learning, various deep learning related technologies, predictive and prescriptive analytics."	4.2	"Fidelity Investments
4.2"	Boston, MA	10000+ Employees	1946	Company - Private	Investment Banking & Asset Management	Finance	$10+ billion (USD)	4.1 	4.3 	4.0	4.1
46	Scientist	$95K - $150K (Glassdoor est.)	"Why Join Revenue Analytics?
Because you have exceptional talents and you want to be part of a fun and highly collaborative team that creates analytical products to solve business problems for world-renowned companies.

What's In It For You?
· Competitive base salary
· 100% paid healthcare including medical, dental, and vision coverage for our employees and their families
· 100% paid life insurance, long and short-term disability coverage for team members
· 401k plan with a generous match and is vested immediately
· Company issued cell phone or phone allowance
· Open PTO plan (take what you need!) and 9 paid holidays"	4.2	"Revenue Analytics
4.2"	Atlanta, GA	51 to 200 Employees	2005	Company - Private	Enterprise Software & Network Solutions	Information Technology	$25 to $50 million (USD)	4.5 	4.3 	4.0	3.4
47	Property Data Analyst - DMLSS-EM	$95K - $150K (Glassdoor est.)	"PRIMARY ACTIVITIES:
The role supports DMLSS-EM operations as part of a team of key personnel.
Monitor the daily administration of the DMLSS-EM database, System Services, and Business Objects (Business Intelligence). Ensure accuracy of data inputted and systems upgrades are properly implemented for both clients and servers. Assist with the development of management reports, updates, tests, and other application related duties as required.
Analyze system data and prepare debriefs and reports for designated officials Component Property Lead (CPL), Accountable Property Officer (APO), Hand Receipt Holders (HRH) and Sub Hand Receipt Holders (S-HRH)."	4.2	Miami Nation Enterprises - Miami Technology Solutions, LLC	Falls Church, VA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
48	Data Engineer	$95K - $150K (Glassdoor est.)	"Position Description:
Design coherent architectures for platforms that enable the collection, analysis, and visualization of IC data
Serve as a subject matter expert in capturing and aligning data from IC components
Recommend improvements to databases, applications, and processes that support the National Intelligence Priorities Framework
Build and implement customer web-based data visualization and exploration tools and capabilities
Required Qualifications:"	4.2	Reithorp Solutions LLC	Washington, DC	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
49	Data Engineer	$95K - $150K (Glassdoor est.)	"We’re looking for problem solvers, innovators, and dreamers who are searching for anything but business as usual. Like us, you’re a high performer who’s an expert at your craft, constantly challenging the status quo. You value inclusivity and want to join a culture that empowers you to show up as your authentic self. You know that success hinges on commitment, that our differences make us stronger, and that the finish line is always sweeter when the whole team crosses together.
As a Data Engineer on the Alteryx Data Science team, you will be part of an innovative and groundbreaking team, being primarily responsible for engineering a world class enterprise data management platform and driving continuous improvement for a world class analytics company. You will work closely with data architects, other data engineers, data scientists, and line of business associates to build out new system features/functionality and help bring thoughtfully curated data system and products that the Alteryx organization can trust. Success in this role is critical to our commitment of becoming a world-class Data Science team and fostering Alteryx’s Data Science journey!"	4.2	"Alteryx, Inc.
3.6"	Ann Arbor, MI	1001 to 5000 Employees	1997	Company - Public	Enterprise Software & Network Solutions	Information Technology	$100 to $500 million (USD)	4.0 	3.5 	3.8	3.6
50	Data Scientist - ETL Pipelining	$95K - $150K (Glassdoor est.)	"At Bloomberg, our products are fueled by powerful information. We combine data and context to paint the whole picture for our clients, around the clock - from around the world. In Global Data, we""re responsible for delivering this data, news and analytics through innovative technology - quickly and accurately.

Our Global Data team drives the algorithms and analytics at the core of what we do. Working across industries and asset classes, we draw on expertise from all backgrounds to identify the most impactful insights for our clients. We build on our knowledge of data trends to determine how customer needs might change over time, and code the foundation to support those changes.

Whether it""s providing datasets to track market-moving economic events, or quantifying extreme weather effects on companies, we write the programs, analyze patterns, and make recommendations to grow business success across the firm. The entire organization utilizes Global Data to forecast, set, and achieve their own goals. Our work leads directly to client satisfaction, which contributes to Bloomberg""s profitability and ability to keep innovating.

We""re looking to hire qualified professionals into either our Economics Data Team or our Geospatial Data Team. Both of these teams sit under our Global Data umbrella, and work to synthesize meaningful solutions for our clients. These teams are looking for professionally experienced individuals to join their ranks and add on to the great wealth of knowledge we have in-house.







Apply if you think we're a good match. We'll get in touch to let you know what the next steps are.

Bloomberg is committed to diversity. It drives our innovation. At Bloomberg, you'll have the opportunity to go above and beyond and to take risks. You'll be a part of an organization that is entering new markets, launching new ventures, and pushing boundaries. Our ever-expanding array of technology, data, news, and media services champions innovation and empowers clients - and offers nearly limitless opportunities for career growth.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We bring out the best in each other."	4.2	"Bloomberg
4.1"	Princeton, NJ	10000+ Employees	1981	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Applicable	4.1 	4.1 	3.7	3.9
51	Analytical Technologies Scientist I	$95K - $150K (Glassdoor est.)	"Together, Let’s Make A Difference.

At Ajinomoto Bio-Pharma Services, our mission is to help improve the health of humankind. As a leading, global contract development and manufacturing organization, with sites in the US, Belgium, Japan and India, we work together to empower our clients to bring drugs to market.
Every team member, from manufacturing and quality programs to development and facilities services are a critical component to this effort. At our US location, our focused expertise and capabilities makes us one of the industry’s top leaders for large molecule manufacturing and aseptic drug product fill in vials and syringes."	4.2	"Ajinomoto Bio-Pharma Services
4.0"	San Diego, CA	501 to 1000 Employees	1998	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$100 to $500 million (USD)	3.9 	4.3 	3.9	3.6
52	Research Scientist - Immunology	$95K - $150K (Glassdoor est.)	"Position Summary:
The Research Scientist – Immunology candidate will possess previous research experience in immunology, biotechnology and drug development. The ideal candidate will have a PhD in biotech, immunology, bioinformatics or related field be well-versed in common laboratory practices, skills, and techniques to support preclinical, translational, and clinical studies. This candidate will work closely with the Associate Director of Inflammation & Immunology and the Chief Scientific Officer (CSO) and other Research and Development team members in the development of first-in-class, oral therapeutics for the treatment of autoimmune diseases. The candidate will be completely aligned with the four fundamental pillars of Landos' entrepreneurial and efficient corporate culture: 1) Be bold and decisive, 2) Never give up, 3) Be solution-oriented, and 4) Do the impossible."	4.2	Landos Biopharma, Inc.	Blacksburg, VA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
53	Medical Lab Scientist - Microbiology	$95K - $150K (Glassdoor est.)	"Job Description
We Are Hiring
Hours may vary during the week between 6am and 530pm and every other weekend/holiday. Full-Time (36 hours per week) and Part-Time (32 hours per week) available.
What You Will Do
Perform routine diagnostic and analytic testing of laboratory specimens independently.
Perform, validate, interpret documents and report laboratory test results. May collect and process specimens."	4.2	"Ascension Via Christi
3.5"	Wichita, KS	10000+ Employees	1999	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$100 to $500 million (USD)	3.4 	3.5 	3.3	3.4
54	Data Scientist	$95K - $150K (Glassdoor est.)	"Data Scientist
Come join a growing financial technology company that’s leading the marketplace in both the marketing and servicing of credit cards! Continental Finance Company specializes in credit card options for those consumers with less than perfect credit. We are seeking a Data Scientist to support our Data Science team.
The Data Scientist will be responsible for developing quantitative/analytic models and applications in support of the firm's risk underwriting and marketing effort. This role focuses on the development of models, strategies, and operational guidelines for the organization's various credit card products as they relate to the analysis, tracking, and reporting of various risk metrics. This role requires advanced degree in statistics/probability, physics, applied mathematics or another heavy quantitative discipline. Our Quantitative Analytic staff is focused on and responsible for the development of the theory and mathematics behind various models. This position reports to Chief Data Scientist."	4.2	"Continental Finance Company, LLC
4.2"	Wilmington, DE	51 to 200 Employees	2005	Company - Private	Lending	Finance	Unknown / Non-Applicable	4.4 	4.2 	4.3	4.3
55	Data Analyst	$95K - $150K (Glassdoor est.)	"Why 2nd Watch

2nd Watch is in growth mode, and we are looking for like-minded, focused team members to join us! We are looking for the most technically forward-thinking, cloud-passionate employees in the world, and strive daily to align our core values with those that we hire Elevating Each Other, Being Outcome Driven, Winning as a Team, Being Bold, Trusting Each Other, and Having FUN! these are all key elements to who we hire.

2nd Watch has a unique company culture and working environment that live and breathe success and promote pushing the envelope every day in your respective role at the company. This is what drives our teams a perpetual thirst for knowledge, and a desire to work with the best people and take on big challenges together. Getting our attention takes creativity, integrity, a desire to improve yourself and your co-workers each day, and a track record of caring about who you are affecting, both positively and negatively, while you are getting the right stuff done.

We offer roles ranging from all levels in our Sales, Managed Cloud Services, Cloud Enablement, DevOps, Product Development teams and beyond. We are looking for superstars to help raise the bar, setting industry-level standards around project management and delivery of AWS, Azure, and Google Cloud services.



As a cloud native company, 2nd Watch has walked alongside our clients for over a decade helping them migrate to the cloud, accelerate application development, and deliver on their companys strategic goals through the blend of technology and innovation that is at our core. Our services deliver cloud native capabilities through strategic consulting, modernization services, and specialized technology practices focused on maximizing the value of public cloud through:
With a client NPS of 85, our approach has been successful for some of the worlds leading brands and is tested, trusted, and proven to accelerate your cloud adoption.

2nd Watch is an AWS Partner Network (APN) Premier Consulting Partner, a Microsoft Azure Gold Partner, and a Google Cloud Platform Partner. The venture-backed company is headquartered in Seattle, Washington. To learn more about 2nd Watch, visit www.2ndwatch.com or call 888-317-7920.



2nd Watch has an opening for a Data Analyst to join our team! The Data Analyst will be responsible for assisting in developing our automated analytics and dashboards.

Powered by JazzHR"	4.2	"2nd Watch, Inc.
3.7"	Washington State	201 to 500 Employees	2010	Company - Private	IT Services	Information Technology	$25 to $50 million (USD)	3.9 	3.7 	3.6	3.3
56	Data Scientist-Junior	$95K - $150K (Glassdoor est.)	"Business Group Highlights


Defense
The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide solutions to improve the Nation's defense by providing software, systems engineering, IT, training and logistics and fleet management solutions.


Responsibilities

This position is for a large contract for the Army, providing leadership and support existing systems, processes, and policies as well as working to implement new technologies and processes in support of the client’s mission to provide Intelligence training and technologies to military personnel."	4.2	"Perspecta
3.6"	Washington, DC	10000+ Employees	2018	Company - Public	Aerospace & Defense	Aerospace & Defense	Unknown / Non-Applicable	3.4 	3.4 	3.3	3.7
57	Health Care Data Scientist	$95K - $150K (Glassdoor est.)	"When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.
Summary:
In this role, you will conduct sophisticated data analysis to help address critical business and member questions, the outputs of which enable members to drive improvements in clinical, operational, and economic outcomes.
$99,300.00 - $147,700.00"	4.2	"Vizient, Inc.
4.2"	Chicago, IL	1001 to 5000 Employees	1977	Company - Private	Health Care Services & Hospitals	Health Care	$500 million to $1 billion (USD)	4.1 	4.3 	4.0	4.3
58	Data Engineer - Pittsburgh, PA	$95K - $150K (Glassdoor est.)	"Data Engineer - Pittsburgh, PA

Location: Sheetz Corporate - PITTSBURGH, PA
PRIMARY PURPOSE OF THIS POSITION:

Responsible for developing complex, large scale data models and pipelines that organize and standardize the data to make it readily accessible and consumable by the business for reporting and data science needs. Collaborate with various areas of the Business in order to determine and source the appropriate data through internal and external means. Investigate new and existing technologies and data sources and assess their viability within the Sheetz environment.


(Equivalent combinations of education, licenses, certifications and/or experience may be considered)"	4.2	"Sheetz
3.9"	Pittsburgh, PA	10000+ Employees	1952	Company - Private	Convenience Stores & Truck Stops	Restaurants, Bars & Food Services	$5 to $10 billion (USD)	4.1 	3.9 	3.8	3.2
59	Research Scientist or Above	$95K - $150K (Glassdoor est.)	"SEKISUI XenoTech, LLC is currently looking to add a Research Scientist or higher (based on experience and/or education) to the Analytical Services department. The Analytical Services department is a contract service and support department focused on providing analytical support for SEKISUI XenoTech’s products and services. This department also provides services in method validation, metabolite identification and Bioanalysis.
Essential duties and responsibilities include, but are not limited to the following:
Operates the LCMS systems with no supervision. Processes and reviews analytical data.
Ensures maintenance of laboratories and equipment. Troubleshoot problems with laboratory instruments and software.
Maintains appropriate logs, records and studies notebooks."	4.2	"Sekisui XenoTech, LLC
3.2"	Kansas City, KS	51 to 200 Employees	-1	Subsidiary or Business Segment	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$25 to $50 million (USD)	2.6 	3.1 	2.7	3.5
60	Space ML/AI Pipeline Architect and Data Scientist	$67K - $112K (Glassdoor est.)	"Business Group Highlights


Defense
The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide solutions to improve the Nation's defense by providing software, systems engineering, IT, training and logistics and fleet management solutions.


Responsibilities

The Space ML/AI Pipeline Architect and Data Scientist shall be responsible for assisting the Enterprise Software System Architect / Team Lead by designing the ML/AI and data analysis pipeline, leading the ML/AI team, and deploying and configuring the ML/AI portion of the web component of the ISSA enterprise software.




Colorado Salary Minimum: $114,212.80 Colorado Salary Maximum:$244,150.40 The estimate displayed represents the typical salary range for this position, and is just one component of Perspecta's total compensation package for employees. Other rewards may include annual bonuses, short- and long-term incentives, and program-specific awards. In addition, Perspecta provides a variety of benefits to employees."	3.6	"Perspecta
3.6"	Colorado Springs, CO	10000+ Employees	2018	Company - Public	Aerospace & Defense	Aerospace & Defense	Unknown / Non-Applicable	3.4 	3.4 	3.3	3.7
61	Data Scientist	$67K - $112K (Glassdoor est.)	"Summary
Use analytical, statistical and programming skills in support of internal and external data analysis requests. Aggregate and organize data from disparate sources in support of data analysis.
Job Details/Main Responsibilities
Extract and manipulate data from large and diverse sources in support of analysis requests.
Provide programming in support of statistical analyses (quarterly reports, client queries, manuscript support) by generating tables, listings, or figures."	3.6	"TARGET PHARMASOLUTIONS
4.5"	Durham, NC	51 to 200 Employees	-1	Company - Public	-1	-1	Less than $1 million (USD)	4.0 	5.0 	4.0	5.0
62	Sr. Data Scientist	$67K - $112K (Glassdoor est.)	"Sr. Data Scientist -INF0001YE
Description

Analytics Sr. Consultant – Sr. Data Scientist – R&D
Description
Headquartered in the heart of downtown Chicago, CNA is a leading commercial and specialty insurer, offering a diverse range of insurance products including Workers Compensation, Property, General Liability, Professional Liability, Cyber Insurance, Surety, and Warranty. We are one of the world leaders in underwriting non-medical professionals, from lawyers and accountants to architects and management consultants.
What CNA offers"	3.6	"CNA Insurance
3.6"	Chicago, IL	1001 to 5000 Employees	1897	Company - Public	Insurance Carriers	Insurance	$10+ billion (USD)	3.5 	3.3 	3.3	3.5
63	Analytical Scientist/Senior Scienist/Principle Scientist	$67K - $112K (Glassdoor est.)	"About the Position:
The qualified candidate will take an active role in supporting drug development by applying a variety of analytical methodologies to support physical and chemical characterization of drug substances (including raw materials and intermediates) and drug products. Working knowledge of analytical (e.g., HPLC-UV, HPLC-MS, GC-MS, spectroscopy) and physical chemical techniques (e.g., particle size, dissolution) used for the characterization of pharmaceutical substances and products is desired. Hand-on experience in HPLC method development is highly desired. Position level varies from bench chemist to principle scientist, depending on experience.
Principal Responsibilities:"	3.6	Ascendia Pharmaceuticals	North Brunswick, NJ	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
64	Cloud Data Engineer for Autonomous Driving	$67K - $112K (Glassdoor est.)	"Leading the future of luxury mobility

Lucid’s mission is to inspire the adoption of sustainable energy by creating the most captivating luxury electric vehicles, centered around the human experience. Working at Lucid Motors means having a shared vision to power the future in revolutionary ways. Be part of a once-in-a-lifetime opportunity to transform the automotive industry.

We are currently seeking an experienced AWS Engineer to help build up our large-scale data management system for the ADAS / Autonomous Driving team. This field allows contributions on various levels around the data pipeline and data processing, data annotation, machine learning, data ingestion, data pre-processing, integration of Deep Neural Network frameworks, efficient data search and high performance data manipulation."	3.6	"Lucid Motors
3.9"	Newark, CA	1001 to 5000 Employees	2007	Company - Private	Transportation Equipment Manufacturing	Manufacturing	Unknown / Non-Applicable	3.6 	3.8 	4.1	3.0
65	ASSOCIATE SCIENTIST	$67K - $112K (Glassdoor est.)	"Job Summary
This position reports to the supervisor for the functional area to which they are assigned and has no direct reports. The Associate Scientist position works closely with other departments, such as Operations, Validations, Product Development, Quality Systems, Product Release and Chemistry to assure the support of the Microbiology department on various projects, studies and routine tasks.

The individual holding the position of Associate Scientist shall be responsible for coordinating the timely completion of routine and project testing. This person will also be responsible for coordinating the timely completion of routine and special finished product testing and environmental issues. They will assist with the training of Production and Quality Control personnel in microbiological tests and methods. Must be available to work overtime as necessary."	3.6	"Fresenius Kabi
3.6"	Grand Island, NY	10000+ Employees	-1	Subsidiary or Business Segment	Health Care Products Manufacturing	Manufacturing	$5 to $10 billion (USD)	3.5 	3.6 	3.2	3.6
66	Supply Chain Data Analyst (South of Milwaukee)	$67K - $112K (Glassdoor est.)	"Supply Chain Data Analyst
Corporate Headquarters
12575 Uline Drive, Pleasant Prairie, WI 53158

Driven by Speed, Passion and Operational Excellence, Uline’s Distribution Operations team supports our fulfillment operations across North America to be the leading distributor of shipping, packaging and industrial supplies!

Better together than apart. This position is on-site, and we are looking for good people who share our passion.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment hair follicle drug screening."	3.6	"Uline
3.6"	Milwaukee, WI	5001 to 10000 Employees	1980	Company - Private	Industrial Manufacturing	Manufacturing	Unknown / Non-Applicable	4.4 	3.4 	3.2	3.0
