	Job Title	Salary Estimate	Job Description	Rating	Company Name	Location	Size	Founded	Type of ownership	Industry	Sector	Revenue	Compensation_and_Benefits	Culture_and_Values	Career_Opportunities	Work_Life_Balance
81	Scientist I - Cell Line Development	$67K - $112K (Glassdoor est.)	"Scientist I - Cell Line Development
Job #21-08A
Mapp Biopharmaceutical, Inc. ""Mapp"" is a San Diego based, innovative biopharmaceutical company focused on addressing unmet medical needs through the development of life-saving monoclonal antibody treatment options to combat a variety of neglected and tropical infectious diseases, and in support of biodefense programs.
The Early Research and Development Group (ER&DG) and the Advanced Research and Development Group (AR&DG) at Mapp Biopharmaceutical are responsible for the execution of high quality Research and Development activities to ensure the achievement of robust portfolio with the CMC, Preclinical/Nonclinical (together, ""Nonclinical""), Regulatory and Clinical development goals consistent with the product development objectives of Mapp."	3.6	Mapp Biopharmaceutical	San Diego, CA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
82	Research Assistant or Scientist I	$67K - $112K (Glassdoor est.)	"SEKISUI XenoTech, LLC is looking to add an entry level Research Assistant to the Program Execution department! The Research Assistant assists with routine laboratory functions including diluting, labeling and dispensing of biological samples, reagent solution preparation, equipment repair, laboratory upkeep, maintains inventory of supplies, and various other responsibilities.
Essential duties and responsibilities include, but are not limited to the following:
Design and conduct routine experiments
Maintains laboratories and equipment
Maintains laboratory supplies and inventory, following supply order procedures"	3.6	"Sekisui XenoTech, LLC
3.2"	Kansas City, KS	51 to 200 Employees	-1	Subsidiary or Business Segment	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$25 to $50 million (USD)	2.6 	3.1 	2.7	3.5
83	Scientist (GMP)	$67K - $112K (Glassdoor est.)	"BioAgilytix is a leading contract research organization (CRO) that specializes in large molecule bioanalysis. Our fully integrated laboratory services support every stage of biologics development, from early discovery through pre-clinical studies and clinical phases, in a fully regulated environment. The best science demands the best people, and our global team of professionals in Durham, North Carolina; Boston, Massachusetts; and Hamburg, Germany bring a passion for helping pharma and biotech companies achieve more for the patients they serve.

Essential Responsibilities
Serve as lead scientist on assay development project"	3.6	"BioAgilytix
3.4"	Durham, NC	201 to 500 Employees	2008	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$25 to $50 million (USD)	3.1 	3.8 	3.5	3.1
84	Master Data Analyst	$67K - $112K (Glassdoor est.)	"Position Summary:
Under general supervision, the Master Data Analyst will have the primary responsibility for ensuring that master data is maintained by entering, updating, and maintaining master data, as well as having a full understanding of the impact of this data across the value chain. This role will also support inter-company customer orders, ensuring that orders are accurate and scheduled accordingly. This position will be focused on ensuring customer satisfaction (measured by OTIF – on time in full), communicating with other sites regarding product schedules, as well as maximizing freight efficiency by building full truckloads.

Essential Functions & Key Responsibilities:"	3.6	"Novolex Holdings, LLC
3.2"	Covington, KY	10000+ Employees	2004	Company - Private	Miscellaneous Manufacturing	Manufacturing	Unknown / Non-Applicable	3.4 	2.7 	3.0	2.8
85	Data Scientist	$67K - $112K (Glassdoor est.)	"The Data Scientist will work with apart of the Advanced Services team within Global Professional Services. This role will work with a variety of Lexmark teams including Service Operations, Engineering, R&D, and IT. This role will work directly with Lexmark’s customers as needed to develop new capabilities for Lexmark’s IoT initiative. Dive into technical project work to help Predictive Service Management increase customer up time and reduce Lexmark costs. Leverage and create cutting-edge predictive models and supporting technologies to build better services and support for Lexmark print and IoT devices.
Responsibilities:
Work with cross-functional resources including IT, Hardware/Firmware/Software Development Engineering, and Service Operations teams within Lexmark"	3.6	"Lexmark International, Inc.
3.9"	Lexington-Fayette, KY	10000+ Employees	1991	Company - Private	Computer Hardware & Software	Information Technology	$2 to $5 billion (USD)	3.7 	4.0 	3.3	4.2
86	ADME Scientist, Assay Development	$67K - $112K (Glassdoor est.)	"9 Billion! The amount Novartis invests in Research & Development. The Novartis Institutes for BioMedical Research (NIBR) is the innovation engine of Novartis. We collaborate across scientific and organizational boundaries, with a focus on powerful new technologies that have the potential to help produce therapeutic breakthroughs for patients. the lives of millions.

As an ADME Scientist, Assay Development with NIBR's PK Sciences organization you will facilitate the ADME optimisation of next generation of new modality therapeutics. Growing the area of new modality therapeutics is part of the longer-term strategic plan and investment of Novartis, this is an opportunity to help bring new and innovative products to those in need.

The discovery absorption, distribution, metabolism, and excretion (ADME) group within the Pharmacokinetic Sciences (PKS) Department at the Novartis Institutes for Biomedical Research (NIBR) is seeking a highly qualified multi-disciplinary team-oriented Scientist having cell biology experience with emphasis on in vitro ADME assays. In this role you will provide support for a diverse portfolio that includes small molecules, antibody-drug conjugates, targeted bi-functional degraders, and other molecules in the beyond rule-of-5 property space.

You will also be responsible for the troubleshooting and development of new ADME cell-based assays and/or running existing in vitro ADME assays to support pre-clinical project teams. You should have the ability to conduct cell culture experiments, and experience investigating the fate of molecules in the beyond rule-of-5 property space is highly desirable. A good understanding of laboratory equipment, automation, and associated software is desirable. You must be able to demonstrate strong experimental and problem-solving skills, excellent collaboration and communication skills (both written and oral), and an eagerness to learn. Demonstration of meeting timelines and excellent time management is favored. The ability to work in a team-based drug discovery/development environment is essential.





Why consider Novartis?

769 Million. That’s how many lives our products touched in 2020. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

Imagine what you could do at Novartis!

Commitment to Diversity & Inclusion:
Novartis embraces diversity, equal opportunity and inclusion. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration, and empowers our people to unleash their full potential.

The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, gender identity or expression, marital or veteran status, disability, or any other legally protected status. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration and empowers our people to unleash their full potential."	3.6	"Novartis
4.2"	Cambridge, MA	10000+ Employees	1996	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion (USD)	4.1 	4.2 	3.8	3.9
87	Data Scientist - Intermediate	$67K - $112K (Glassdoor est.)	"KellyMitchell matches the best IT and business talent with premier organizations nationwide. Our clients, ranging from Fortune 500 corporations to rapidly growing high-tech companies, are exceptionally served by our 1500+ IT and business consultants. Our industry is growing rapidly, and now is a great time to launch your career with the KellyMitchell team.
Data Scientist Intermediate

Required Skills / Experience:
MS in computer science, machine learning, statistics, genetics, life sciences or closely-related with at least 1 years of industry or research experience

Desired Skills / Experience:"	3.6	"KellyMitchell
4.2"	Saint Louis, MO	1001 to 5000 Employees	1998	Company - Private	Staffing & Outsourcing	Business Services	$50 to $100 million (USD)	4.0 	4.2 	4.2	4.1
88	Allergic Disease Physician-Scientist, Physician Scientist, NIBR	$67K - $112K (Glassdoor est.)	"235 million people worldwide suffer from asthma, and the prevalence of food allergy ranges from 1-3% in adults and 4-6% in children. Novartis is committed to developing new treatments for allergic diseases, including asthma, food allergy and chronic spontaneous urticaria, as well as diseases across a wide range of therapeutic areas.

The Novartis Institutes for BioMedical Research (NIBR) is the innovation engine of Novartis that collaborates across the company and beyond, focusing on powerful new technologies that have the potential to help produce therapeutic breakthroughs for patients. Translational Medicine (TM) is the clinical research arm of NIBR, and includes about 900 associates globally. TM plays a pivotal role in bringing innovative medicines to patients, by building on research advances to develop new therapies, and bridging drug discovery and clinical application.






What you will bring to the role:

o five plus years of clinical experience with relevant patient groups at an academic medical center
o Three plus years of experience in a pharmaceutical company or clinical research organization
o Related clinical trial experience within a related discipline

Why Consider Novartis?
769 Million. That’s how many lives our products touched in 2020. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

Imagine what you could do at Novartis!

Commitment to Diversity & Inclusion:
Novartis embraces diversity, equal opportunity and inclusion. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration, and empowers our people to unleash their full potential.

The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, gender identity or expression, marital or veteran status, disability, or any other legally protected status. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration and empowers our people to unleash their full potential."	3.6	"Novartis
4.2"	Cambridge, MA	10000+ Employees	1996	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion (USD)	4.1 	4.2 	3.8	3.9
89	Enterprise Data - Quantitative Research	$67K - $112K (Glassdoor est.)	"We""re Bloomberg Enterprise Data - fast paced, innovative and expanding. We have worked hard and smart to become the $1bn business we are today. We partner closely with our clients, taking time to understand their unique businesses and individual data and technology needs. Our endless selection of datasets, covering all asset types, with multiple delivery technologies and flexible scheduling mean our clients are able to get exactly the data they need, when they need it, in the format they prefer. Without us, they simply can""t operate. Firms that commit to utilizing only highest-quality data can eliminate the data inconsistencies inherent to working with multiple vendors and lower their costs overall. A partnership with Bloomberg Enterprise Data allows just this, giving them strategic advantage.

What""s the Role?

The Enterprise Data Quant Researcher will apply cutting edge machine learning techniques to financial modeling problems by leveraging the large and varied datasets within Bloomberg Enterprise Data.









Apply if you think we're a good match and we'll get in touch with you to let you know next steps."	3.6	"Bloomberg
4.1"	New York, NY	10000+ Employees	1981	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Applicable	4.1 	4.1 	3.7	3.9
90	Healthcare Pharmacy Data Scientist	$68K - $119K (Glassdoor est.)	"Pharmacy Data Scientist (Remote)
Start Date: ASAP
Contract Length: 6 month contract to hire
Location: Remote
Our Client is looking to bring on an energetic and collaborative Pharmacy Data Scientist to work with a large Health Insurance company in Dayton, OH. Our client is leading Ohio in their Medicaid coverage and looking to expand their footprint across the country, growing from a Midwest provider to a national provider."	4.8	"Medasource
4.8"	Remote	1001 to 5000 Employees	2000	Company - Private	Consulting	Business Services	Unknown / Non-Applicable	4.5 	4.9 	4.8	4.8
91	Data Scientist, Marketing	$68K - $119K (Glassdoor est.)	"Job Overview

Keurig Dr Pepper is building a sophisticated Data Science Team responsible for enhancing and optimizing marketing efforts. This is a hands-on team that is building actively building up data resources and connecting the dots to help Keurig Dr Pepper be a disruptive force in the beverage landscape.
As a Sr. Data Scientist, you will analyze transactional, panel, and POS summary data to generate deep insights; utilize statistical learning techniques to glean patterns and opportunities in the shopper and consumer landscape; create targeted audiences for use in programmatic digital media; and use various modeling techniques to make predictions about shopper behavior. This position will work cross-functionally with partners from brand marketing, device marketing, shopper marketing, media, and ecommerce to make a meaningful impact on our business. You will be responsible for mentoring junior scientists and acting as a Data Science Evangelist throughout organization."	4.8	"Keurig Dr Pepper
3.5"	Plano, TX	10000+ Employees	2018	Company - Public	Food & Beverage Manufacturing	Manufacturing	$10+ billion (USD)	3.6 	3.4 	3.3	3.4
92	Formulation Scientist	$68K - $119K (Glassdoor est.)	"Key Responsibilities:
· Developing complex pharmaceutical products, leading to successful NDA/ANDA filings and approval in a timely manner.
· Managing and scheduling multiple projects, setting objectives and prioritizing activities to meet the milestones in a fast pace environment.
· Designing, formulation and process development for various drug delivery systems from project initiation to commercialization by following appropriate GMP regulations and safety requirements.
· Preparation of product manufacturing, batch records and protocols for different product development stages, including from R&D prototype formulations to process validations following SOPs and procedures; ensuring the detailed record and data keeping."	4.8	MSN PHARMACEUTICALS INC	Piscataway, NJ	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
93	LEAD SCIENTIST	$68K - $119K (Glassdoor est.)	"Job Summary
The Lead Scientist supports a departmental group of personnel ranging from QC Technicians to Scientists. Direct supervision of typically 2-3 analysts is part of the learning aspect of this position. This is assigned by QC Manager, when appropriate, and under manager’s guidance. This position is also designed to be a QT (Qualified trainer) to perform training to the department and is designed to have back-up supervisory responsibilities when the regular supervisor is on vacation or absent. Reports to QC Chemistry Manager

Duties are of routine nature following established standard operating procedures. Problem recognition ability is needed. Non-critical functions, and to a lesser degree some critical functions, utilize independent action and decision making with follow-up reporting to management."	4.8	"Fresenius Kabi
3.6"	Wilson, NC	10000+ Employees	-1	Subsidiary or Business Segment	Health Care Products Manufacturing	Manufacturing	$5 to $10 billion (USD)	3.5 	3.6 	3.2	3.6
94	Senior Data Scientist	$68K - $119K (Glassdoor est.)	"Job Posting End Date: April 20
Unum is a company of people serving people. As one of the world's leading employee benefits providers and a Fortune 500 company, Unum's financial protection benefits help protect more than 36 million working people and their families from the financial impact of illness or injury. Unum's three distinct, but similarly focused US businesses – Unum US, Colonial Life, and Starmount Life – are each a market leader in making disability, life, accident, critical illness, dental, and vision insurance accessible in the workplace.
Headquartered in Chattanooga, Tennessee, Unum also has significant US operations in Portland, Maine, - and over 35 field offices nationwide. Colonial Life is headquartered in Columbia, South Carolina with over 40 field offices nationwide. Starmount Life is based in Baton Rouge, Louisiana, and is the dental and vision center of excellence for Unum in the US.
General Summary
This position for an experienced data scientist who is excited to transform data into actionable insights and solutions, and drive the business forward. The role requires significant technical expertise including programming, statistical proficiency and advanced data manipulation skills. This individual will continuously increase business knowledge with a consultant mindset approach and focus on identifying opportunities to improve our business outcomes. This individual will take initiative in designing and implementing data science solutions for supporting business priorities. Considerable reliance will be placed on the individual’s judgment and ability to interact with business partners with a high degree of professionalism. This person will work directly with Actuaries in the areas of pricing, reserving and risk.

Unum"	4.8	"Unum
3.8"	Portland, ME	5001 to 10000 Employees	1848	Company - Public	Insurance Carriers	Insurance	$10+ billion (USD)	4.0 	3.8 	3.7	3.7
95	Data Science Specialist	$68K - $119K (Glassdoor est.)	"Eaton Corporation is currently seeking a Data Science Specialist to join our team. This position can be based at our Moon Township PA, Menomonee Falls WI, Southfield MI, Cleveland OH or Raleigh NC facility. Relocation assistance will be provided if needed.

The Data Science Specialist will be directly involved in the application of statistics, machine learning, and analytic approaches to answer challenging business questions. This work will help businesses across the enterprise solve critical business problems, uncover new business opportunities, and turn their large volumes of data into valuable, actionable insights.

Making what matters work at Eaton takes the passion of every employee around the world. We create an environment where creativity, invention and discovery become reality, each and every day. It’s where bold, bright professionals like you can reach your full potential—and where you can help us reach ours."	4.8	"Eaton
3.9"	Raleigh, NC	10000+ Employees	1911	Unknown	Electrical & Electronic Manufacturing	Manufacturing	$10+ billion (USD)	3.7 	3.8 	3.5	3.7
96	Director of Data Analytics	$68K - $119K (Glassdoor est.)	"WHO WE ARE:
Freedom Financial Network is a family of companies that takes a people-first approach to financial services, using technology to empower consumers to overcome debt and create a brighter financial future. The company was founded in 2002 by Brad Stroh and Andrew Housser on the belief that by staying committed to helping people, you can ensure better financial outcomes for both the customer and the business. This Heart + $ philosophy still guides the vision of our growing company, which has helped millions of people find solutions for their financial needs.
What began with 2 people in a spare bedroom has now rapidly expanded to a vibrant business that employs over 2,200 employees (known internally as The Freedom Family) in two locations: San Mateo, CA and Tempe, AZ. When you visit either of our offices, you’ll understand why our employees have voted us the Best Place to Work for the last several years. It’s a place where the Heart + $ philosophy continues to thrive, where we believe that success is only achieved by doing what’s right for our customers, our employees, and our communities."	4.8	"Freedom Financial Network
3.5"	Tempe, AZ	1001 to 5000 Employees	2002	Company - Private	Investment Banking & Asset Management	Finance	$500 million to $1 billion (USD)	3.8 	3.7 	3.7	3.8
97	Data Scientist	$68K - $119K (Glassdoor est.)	"AccentCare has invested in solutions to optimize the utilization of its workforce, specifically in field operations.To this end, on-going investments are required to maintain and enhance solutions already deployed within the home care delivery platform.

The Data Scientist role for AccentCare will be responsible for advancing complex models and algorithms that drive strategic operations and clinical issues.

The Data Scientist will need to articulate and validate the data hypothesis, build models that confirm the hypothesis, and ultimately help build and implement solutions that operationalize these models. The Data Scientist will ultimately need to continuously improve and validate their products and solutions deploying various testing methods and techniques including data simulations.

:"	4.8	"AccentCare - Texas Home Health
3.4"	Dallas, TX	10000+ Employees	1999	Company - Private	Health Care Services & Hospitals	Health Care	$100 to $500 million (USD)	3.1 	3.3 	3.3	3.2
98	NGS Scientist	$68K - $119K (Glassdoor est.)	"NGS Scientist
MedGenome, Inc. is looking for an outstanding scientist. The scientist must have a passion for innovating new applications that use Next Generation Sequencing technologies. The scientist must be able to learn quickly, creatively solve problems, and communicate effectively. The ideal candidate will have a PhD or equivalent depth of knowledge and experience in molecular biology or genetics, especially as applied to NGS applications in Immunology and cancer.
Key Responsibilities:
Work with early access customers to test new products and applications; develop and run internal product validation efforts"	4.8	"MedGenome
3.4"	Foster City, CA	51 to 200 Employees	-1	Company - Private	-1	-1	Less than $1 million (USD)	2.8 	3.0 	3.3	2.8
99	Process Development Scientist- 30491, 30490 & 30558	$68K - $119K (Glassdoor est.)	"Process Development Scientist - 30490
Education:
Doctorate degree or Master’s degree and 3 years of directly related experience or Bachelor’s degree and 5 years of directly related experience or Associate’s degree and 10 years of directly related experience.
Preferred Qualifications:
Attributes – Previous experience on Automatic Visual Inspection equipment used for in-process 100% inspection of injections (e.g. EISAI, Bosch, Syntegon, Brevetti, Seidenader) or Camera based inspection systems (Cognex, Halcon, Antares, etc.)"	4.8	CIS International LLC	Juncos, PR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
100	Data Scientist	$68K - $119K (Glassdoor est.)	"Start a Rewarding Career with Alliant


What will your day look like?

The Data Scientist is responsible to lead the development, validation, documentation, and implementation of statistical and advanced machine learning models that are used for decisioning and product management throughout member lifecycle, including segmentation, optimization, and prescriptive analytics; work effectively with internal clients to understand the business needs, propose appropriate quantitative solutions, and develop data-driven recommendations to improve member experience and achieve business objectives; provide statistical and analytical inputs for the development and implementation of policies and business plans related to loan origination, portfolio management, loss forecasting and portfolio monitoring; proactively collaborate with cross-functional partners including Business Intelligence, Model Risk Management, and Information Technology (Database Engineers, Application Development and Information Security); and deliver effective presentations of analysis results and recommendations to multiple levels of leadership and business partners. The incumbent is a key contributor to the success of the Risk Analytics team.







You’ll be a great fit if in addition to an advanced degree (M.S./PhD) in Mathematics, Statistics, Quantitative Finance, Engineering, Computer Science, or other quantitative field required, and you have:




As a thank you for joining our team, you’ll benefit from:


We’re on the list of 100 Best Medium Companies to work for, check it out here. For more details you can also visit our Glassdoor and profiles."	4.8	"Alliant Credit Union
3.5"	Rolling Meadows, IL	501 to 1000 Employees	1935	Nonprofit Organization	Banks & Credit Unions	Finance	$100 to $500 million (USD)	4.0 	3.6 	3.4	3.8
101	Web and Marketing Data Analyst	$68K - $119K (Glassdoor est.)	"Job Description:
Come and join Ferguson’s truly talented Marketing Intelligence Team where we are dedicated to facilitating data driven marketing to support omni-channel experiences for our customers.

Ferguson is a $19+ billion market leader. We realize that our greatest assets are our best-in-class associates, which is why we are dedicated to offering limitless opportunities for growth and advancement. We want to help you build a long-lasting career with Ferguson, so we can continue to lead the industry and help build our nation's infrastructure from the ground up. Join our team today."	4.8	"Ferguson
3.6"	Newport News, VA	10000+ Employees	1953	Subsidiary or Business Segment	Wholesale	Business Services	$10+ billion (USD)	3.5 	3.4 	3.5	3.2
102	Scientist - Neuro Diseases	$68K - $119K (Glassdoor est.)	"About TrueBinding Inc.:
TrueBinding Inc., is a biotech startup developing first-in-class immunotherapy antibody drugs to treat cancer, fibrosis, metabolic and neuro diseases, based on our proprietary TrueBinding platform.
Job Summary:
We are seeking a highly motivated Master/PhD Scientist to develop antibody therapeutics for various neurodegenerative diseases particularly Alzheimer's and Parkinson Disease by targeting our newly identified molecules.
Responsibilities:"	4.8	TrueBinding	Foster City, CA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
103	Data Scientist	$68K - $119K (Glassdoor est.)	"Business Group Highlights


Intelligence
The Intelligence group provides high-end systems engineering and integration products and services, data analytics and software development to national and military intelligence customers. Serving federal agencies and the Intelligence Community for more than 50 years, the Intelligence group helps our clients meet their mission needs by providing trusted advisors, leading-edge technologies, and innovative solutions.


Responsibilities"	4.8	"Perspecta
3.6"	McLean, VA	10000+ Employees	2018	Company - Public	Aerospace & Defense	Aerospace & Defense	Unknown / Non-Applicable	3.4 	3.4 	3.3	3.7
104	Technology Transfer Scientist	$68K - $119K (Glassdoor est.)	"If you are looking for an environment where you can make a difference, Lumos Diagnostics is the right place for you!
Lumos is currently going through an exciting stage of global expansion, and we are looking for self-motivated individuals who want to help us get there and make a difference along the way.
Lumos Diagnostics has an opening for a Full-Time Technology Transfer Scientist to join its Operations team!
The Technology Transfer Scientist is responsible for working on all aspects of the technology transfer, including working with, Quality, R&D and Manufacturing to identify product and process criticalities and how to maintain them and find creative solutions to any roadblock in the Transfer process."	4.8	Lumos Diagnostics	Carlsbad, CA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
105	Principal Data Scientist	$68K - $119K (Glassdoor est.)	"Job Description:
At Fidelity’s Artificial Intelligence Center of Excellence (COE), you won’t be just tinkering around the edges, you’ll be building critical solutions that will benefit our clients for years to come. We work closely with business stakeholders, collect requirements and deliver high value AI/ML solutions that drive customer and business value. Those of us who love to work with data see this as the pinnacle of opportunities that you cannot find anywhere else in the industry.
The AI COE is seeking a Principal Data Scientist with experience in Virtual Assistants or chatbots, Natural Language Processing/text analytics, machine learning, various deep learning related technologies, predictive and prescriptive analytics."	4.8	"Fidelity Investments
4.2"	Boston, MA	10000+ Employees	1946	Company - Private	Investment Banking & Asset Management	Finance	$10+ billion (USD)	4.1 	4.3 	4.0	4.1
106	Single B-Cell Antibody Discovery, Beacon Scientist	$68K - $119K (Glassdoor est.)	"Abveris is Boston's premier antibody discovery company providing contract research services to the biopharma industry. Abveris applies advanced immunization methods combined with B cell screening and hybridoma-based antibody discovery technologies to provide comprehensive gene-to-antibody discovery services. Abveris is developing the next generation of biologics, cell therapies, vaccines, and diagnostics in partnership with global leaders in biopharma.
Abveris is a private, employee-owned company that prides itself in integrity, teamwork, drive, innovation and our partner’s successes in biologics development. We provide our hard-working team with unlimited vacation days, a matching retirement plan and free lunch every day."	4.8	Abveris Antibody	Canton, MA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
107	Senior Data Scientist	$68K - $119K (Glassdoor est.)	"Relocation Assistance Offered Within Country
# 99623 - Topeka, Kansas, United States

We are looking for a Senior Data Scientist who will support our cross-functional teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the efficiency of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They should have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with partners to improve business outcomes."	4.8	"Hill's Pet Nutrition
4.2"	Topeka, KS	1001 to 5000 Employees	1907	Company - Public	Consumer Products Manufacturing	Manufacturing	$2 to $5 billion (USD)	4.1 	4.4 	4.0	4.0
108	Machine Learning Engineer	$68K - $119K (Glassdoor est.)	"Machine Learning Engineer MLOps
Machine Learning Engineer for ML Ops
Providing a well-architected, highly performant, and intuitively configurable AI lifecycle management system is a core part of Lucd’s strategy. Enterprise AI stakeholders need robust capabilities for enforcing AI governance in accordance with their specific business needs; for example, defining policies for identifying biased datasets or AI models, and assessing “degree of fitness” of a model for production deployment. The primary responsibilities for this ML Engineer position will focus on developing machine learning operations (ML Ops) capabilities for the Lucd platform in support of the needs stated above.
This primarily includes the following responsibilities."	4.8	Lucd	Remote	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
109	Scientist - Analytical Development - Pharmaceutics	$68K - $119K (Glassdoor est.)	"Analytical Development Scientist (Pharma)
UPM Pharmaceuticals, Inc., (www.upm-inc.com), a contract drug development and manufacturing company for the pharmaceutical industry, located in Bristol, Tennessee, is seeking an Analytical Development Scientist.
Under the direction of analytical development management, performs analytical method transfer, optimization, development and validation. Develops protocols and conducts experiments using wet chemistry and appropriate laboratory equipment; conducts testing on drug substance, drug products and stability samples in support of drug development and manufacturing. Collects and interprets analytical data and writes reports in accordance with laboratory SOPs. Performs the role of lead chemist on multiple projects. Assists in training and mentoring of other analysts."	4.8	UPM Pharmaceuticals	Bristol	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
110	In Vitro Scientist	$68K - $119K (Glassdoor est.)	"GENERAL SUMMARY
Scientist I works under the direct guidance of the Scientific Director along with the general guidance of senior staff. Scientist I functions as a Study Director (SD) and is responsible for the conduct of assigned grant, internal, and/or contract research studies. This includes study management, performance of studies, interpretation and reporting of data. This position is responsible for assuring that laboratory and/or animal research procedures are performed according to approved IACUC Protocol as well as signed Study Protocol. The SD ensures that personnel performing the research are appropriately trained, and following regulatory compliance, company policies, guidelines and standard operating procedures (SOPs).
MAJOR RESPONSIBILITIES"	4.8	Biomere	Worcester, MA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
111	Research Scientist/Sr Research Scientist TIDVAL	$68K - $119K (Glassdoor est.)	"Immunome, Inc. (Nasdaq: IMNM) is a biotechnology company utilizing a proprietary human memory B cell platform to discover and develop first-in-class antibody therapeutics, with a focus on oncology and infectious diseases including COVID-19. We have an ambitious vision and a growing pipeline of novel antibody product candidates discovered through our proprietary antibody discovery engine. To help achieve our mission, we seek a highly motivated professional who shares our passion for discovery, development and commercialization of monoclonal antibody therapies to improve patients’ lives.
Brief Summary of Position: We are seeking a Research Scientist/Senior Research Scientist to join our operations at Exton, PA. The successful candidate will join the Discovery group to support target validation and in vitro pharmacology studies enabling clinical development of potential therapeutics to treat cancer patients. The candidate should hold a degree with a major in biology, immunology, oncology or pharmacology and be proficient in molecular biology, cellular biology and pharmacology techniques to understand target biology and profile in vitro potency of potential therapeutics. Experience with the generation of transient and stable cell lines using plasmid, virus, RNA interference or CRISPR based gene-editing tools is highly desirable."	4.8	Immunome, Inc.	Exton, PA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
112	Data Scientist	$68K - $119K (Glassdoor est.)	"HE TEAM YOU WILL BE JOINING:
One of the largest providers of high-quality, single-family residences in the United States
A team of hard-working individuals who take pride in providing the highest quality of safety, security, and stability
A dynamic, highly progressive, and goal-oriented company with expectations of tripling in size over the next few years
Highly acquisitive in the real estate industry held by private equity
WHAT THEY OFFER YOU:
In addition to outstanding training, they host town hall meetings to encourage growth, knowledge sharing across the organization"	4.8	"AccruePartners
2.5"	Charlotte, NC	51 to 200 Employees	2002	Company - Private	Staffing & Outsourcing	Business Services	$25 to $50 million (USD)	2.7 	2.5 	2.8	2.3
113	Contract Data Analyst	$68K - $119K (Glassdoor est.)	"Overview:
Amyx is seeking to hire a Contract Data Analyst located in Rosslyn, VA. The successful candidate must have A 4-year course of study leading to a bachelor's degree with a major in any field, that includes or is supplemented by at least 24 semester hours in any combination of the following fields: accounting, business, finance, law, contracts, purchasing, economics, industrial management, marketing, quantitative methods or organization. Also, a minimum of 2 years of experience serving as a Federal government and/or contractor employee in the GS-1102 series or equivalent capacity as a contract specialist/administrator or procurement analyst
Responsibilities:
Responsibilities and Skills:


Qualifications:"	4.8	"Amyx, Inc.
3.9"	Arlington, VA	501 to 1000 Employees	1999	Company - Private	IT Services	Information Technology	$50 to $100 million (USD)	4.0 	4.1 	3.5	4.0
